ID,Edad,Salario,Ciudad
7789,37.0,2591.0,Loja
7790,26.0,1217.0,Guayaquil
7791,34.0,817.0,Cuenca
7792,44.0,1033.0,Guayaquil
7793,64.0,2108.0,Cuenca
7794,19.0,2276.0,Quito
7795,53.0,2784.0,Guayaquil
7796,36.0,1744.0,Loja
7797,34.0,1833.0,Cuenca
7798,22.0,1700.0,Loja
7799,56.0,2294.0,Quito
7800,35.0,2585.0,Cuenca
7801,24.0,1954.0,Quito
7802,34.0,2433.0,Cuenca
7803,56.0,1246.0,Guayaquil
7804,53.0,1340.0,Loja
7805,57.0,2995.0,Guayaquil
7806,62.0,2018.0,Guayaquil
7807,21.0,2672.0,Guayaquil
7808,55.0,1588.0,Guayaquil
7809,42.0,1292.0,Cuenca
7810,22.0,1767.0,Loja
7811,47.0,2050.0,Cuenca
7812,29.0,2773.0,Cuenca
7813,21.0,792.0,Cuenca
7814,41.0,1904.0,Guayaquil
7815,46.0,2148.0,Quito
7816,26.0,2713.0,Guayaquil
7817,21.0,1741.0,Cuenca
7818,41.0,1575.0,Guayaquil
7819,31.0,1897.0,Loja
7820,22.0,2193.0,Loja
7821,35.0,1537.0,Guayaquil
7822,59.0,1863.0,Guayaquil
7823,36.0,2062.0,Quito
7824,29.0,1612.0,Guayaquil
7825,35.0,2588.0,Guayaquil
7826,34.0,1791.0,Quito
7827,47.0,1661.0,Guayaquil
7828,41.0,1529.0,Guayaquil
7829,28.0,741.0,Guayaquil
7830,52.0,661.0,Guayaquil
7831,40.0,1478.0,Guayaquil
7832,34.0,1017.0,Cuenca
7833,18.0,1397.0,Guayaquil
7834,32.0,1282.0,Quito
7835,49.0,1679.0,Guayaquil
7836,26.0,584.0,Cuenca
7837,32.0,2235.0,Quito
7838,45.0,1533.0,Quito
7839,41.0,637.0,Guayaquil
7840,52.0,1253.0,Loja
7841,39.0,1212.0,Cuenca
7842,44.0,2703.0,Loja
7843,36.0,2955.0,Guayaquil
7844,62.0,1079.0,Cuenca
7845,29.0,1053.0,Loja
7846,37.0,895.0,Cuenca
7847,18.0,2437.0,Guayaquil
7848,38.0,2186.0,Cuenca
7849,62.0,2119.0,Guayaquil
7850,18.0,1657.0,Loja
7851,27.0,1832.0,Cuenca
7852,64.0,2389.0,Quito
7853,49.0,1309.0,Guayaquil
7854,56.0,669.0,Cuenca
7855,39.0,2837.0,Quito
7856,35.0,1239.0,Quito
7857,63.0,2341.0,Quito
7858,49.0,956.0,Quito
7859,44.0,1825.0,Guayaquil
7860,45.0,2593.0,Cuenca
7861,35.0,2101.0,Quito
7862,56.0,1883.0,Cuenca
7863,46.0,1784.0,Cuenca
7864,35.0,1646.0,Loja
7865,61.0,730.0,Cuenca
7866,25.0,611.0,Guayaquil
7867,48.0,1092.0,Guayaquil
7868,51.0,2938.0,Quito
7869,24.0,2939.0,Cuenca
7870,53.0,2875.0,Guayaquil
7871,35.0,1738.0,Guayaquil
7872,55.0,2387.0,Guayaquil
7873,26.0,2914.0,Quito
7874,26.0,2629.0,Guayaquil
7875,63.0,1599.0,Cuenca
7876,25.0,2026.0,Guayaquil
7877,52.0,2469.0,Guayaquil
7878,35.0,1451.0,Quito
7879,22.0,2002.0,Cuenca
7880,31.0,871.0,Guayaquil
7881,45.0,2811.0,Cuenca
7882,47.0,609.0,Cuenca
7883,21.0,2854.0,Guayaquil
7884,56.0,1723.0,Quito
7885,37.0,725.0,Cuenca
7886,42.0,2732.0,Loja
7887,45.0,530.0,Guayaquil
7888,29.0,1113.0,Cuenca
7889,19.0,2294.0,Cuenca
7890,60.0,598.0,Cuenca
7891,31.0,1862.0,Guayaquil
7892,39.0,1310.0,Loja
7893,48.0,2320.0,Cuenca
7894,40.0,1313.0,Cuenca
7895,37.0,2321.0,Quito
7896,55.0,1519.0,Guayaquil
7897,21.0,2635.0,Guayaquil
7898,32.0,1586.0,Cuenca
7899,41.0,1421.0,Quito
7900,42.0,1910.0,Cuenca
7901,18.0,1982.0,Cuenca
7902,24.0,2159.0,Guayaquil
7903,48.0,2417.0,Quito
7904,29.0,1296.0,Cuenca
7905,59.0,2457.0,Guayaquil
7906,22.0,1512.0,Cuenca
7907,61.0,845.0,Cuenca
7908,59.0,1223.0,Quito
7909,55.0,1601.0,Quito
7910,29.0,1888.0,Quito
7911,56.0,1537.0,Cuenca
7912,35.0,635.0,Loja
7913,19.0,1827.0,Quito
7914,27.0,2944.0,Loja
7915,32.0,1291.0,Loja
7916,47.0,578.0,Loja
7917,61.0,2278.0,Guayaquil
7918,34.0,1204.0,Cuenca
7919,21.0,1481.0,Quito
7920,24.0,1941.0,Cuenca
7921,58.0,1765.0,Cuenca
7922,48.0,1574.0,Guayaquil
7923,56.0,1243.0,Guayaquil
7924,51.0,2931.0,Guayaquil
7925,23.0,874.0,Cuenca
7926,55.0,2253.0,Loja
7927,62.0,2753.0,Cuenca
7928,51.0,2491.0,Guayaquil
7929,61.0,1834.0,Cuenca
7930,32.0,1091.0,Guayaquil
7931,31.0,1565.0,Guayaquil
7932,23.0,1032.0,Quito
7933,54.0,1676.0,Loja
7934,49.0,1835.0,Guayaquil
7935,20.0,1817.0,Quito
7936,20.0,1097.0,Loja
7937,39.0,612.0,Guayaquil
7938,39.0,1635.0,Loja
7939,27.0,1698.0,Loja
7940,20.0,2345.0,Cuenca
7941,29.0,1825.0,Quito
7942,46.0,2487.0,Loja
7943,34.0,2039.0,Cuenca
7944,24.0,1233.0,Loja
7945,30.0,2485.0,Cuenca
7946,19.0,2865.0,Guayaquil
7947,21.0,1495.0,Guayaquil
7948,27.0,2760.0,Cuenca
7949,56.0,752.0,Guayaquil
7950,41.0,623.0,Guayaquil
7951,34.0,1736.0,Guayaquil
7952,23.0,1123.0,Loja
7953,36.0,2039.0,Cuenca
7954,22.0,2155.0,Quito
7955,49.0,1766.0,Quito
7956,27.0,1660.0,Cuenca
7957,26.0,2794.0,Loja
7958,44.0,940.0,Guayaquil
7959,30.0,2592.0,Guayaquil
7960,36.0,1516.0,Loja
7961,38.0,1053.0,Quito
7962,41.0,1308.0,Cuenca
7963,55.0,1470.0,Cuenca
7964,21.0,1612.0,Loja
7965,41.0,2333.0,Guayaquil
7966,52.0,1814.0,Guayaquil
7967,20.0,1774.0,Guayaquil
7968,21.0,598.0,Cuenca
7969,54.0,1979.0,Quito
7970,57.0,2114.0,Cuenca
7971,52.0,800.0,Loja
7972,48.0,1722.0,Cuenca
7973,61.0,2182.0,Loja
7974,42.0,987.0,Cuenca
7975,57.0,1924.0,Quito
7976,30.0,1504.0,Loja
7977,21.0,976.0,Guayaquil
7978,63.0,1645.0,Guayaquil
7979,31.0,1835.0,Cuenca
7980,30.0,1635.0,Cuenca
7981,44.0,2205.0,Quito
7982,23.0,1017.0,Quito
7983,34.0,1720.0,Guayaquil
7984,53.0,729.0,Cuenca
7985,57.0,1691.0,Loja
7986,52.0,2555.0,Quito
7987,34.0,2477.0,Loja
7988,58.0,1883.0,Loja
7989,19.0,2742.0,Quito
7990,30.0,2901.0,Cuenca
7991,19.0,2387.0,Loja
7992,45.0,1572.0,Cuenca
7993,60.0,963.0,Loja
7994,43.0,2903.0,Cuenca
7995,39.0,1473.0,Cuenca
7996,64.0,1681.0,Cuenca
7997,60.0,565.0,Cuenca
7998,20.0,2496.0,Quito
7999,52.0,1070.0,Loja
8000,29.0,807.0,Cuenca
8001,41.0,1282.0,Guayaquil
8002,22.0,620.0,Loja
8003,37.0,1265.0,Loja
8004,56.0,1272.0,Cuenca
8005,56.0,2643.0,Loja
8006,30.0,1486.0,Guayaquil
8007,58.0,2509.0,Guayaquil
8008,62.0,1039.0,Guayaquil
8009,29.0,2549.0,Loja
8010,30.0,1079.0,Loja
8011,27.0,2163.0,Cuenca
8012,50.0,2880.0,Loja
8013,57.0,1547.0,Loja
8014,33.0,1005.0,Cuenca
8015,62.0,2410.0,Guayaquil
8016,52.0,1232.0,Cuenca
8017,20.0,2071.0,Quito
8018,22.0,1013.0,Loja
8019,43.0,860.0,Loja
8020,28.0,2821.0,Quito
8021,24.0,2724.0,Quito
8022,27.0,1026.0,Quito
8023,59.0,778.0,Cuenca
8024,51.0,1872.0,Guayaquil
8025,20.0,2446.0,Cuenca
8026,25.0,1944.0,Quito
8027,48.0,2611.0,Cuenca
8028,28.0,789.0,Loja
8029,62.0,2565.0,Cuenca
8030,24.0,563.0,Quito
8031,62.0,829.0,Loja
8032,19.0,2393.0,Guayaquil
8033,23.0,1262.0,Cuenca
8034,58.0,2463.0,Cuenca
8035,49.0,2990.0,Quito
8036,37.0,640.0,Guayaquil
8037,51.0,1831.0,Loja
8038,33.0,943.0,Quito
8039,42.0,2973.0,Quito
8040,29.0,1998.0,Cuenca
8041,24.0,1768.0,Guayaquil
8042,56.0,949.0,Quito
8043,34.0,2325.0,Cuenca
8044,62.0,850.0,Loja
8045,28.0,1098.0,Quito
8046,23.0,1210.0,Loja
8047,40.0,1369.0,Loja
8048,44.0,2483.0,Cuenca
8049,63.0,1684.0,Guayaquil
8050,23.0,892.0,Loja
8051,55.0,1341.0,Quito
8052,19.0,2948.0,Guayaquil
8053,39.0,2597.0,Guayaquil
8054,37.0,1818.0,Cuenca
8055,42.0,1535.0,Quito
8056,32.0,1858.0,Quito
8057,46.0,1490.0,Cuenca
8058,25.0,1538.0,Cuenca
8059,54.0,527.0,Guayaquil
8060,50.0,887.0,Loja
8061,39.0,1815.0,Loja
8062,64.0,1332.0,Loja
8063,22.0,749.0,Loja
8064,56.0,2527.0,Quito
8065,35.0,2028.0,Quito
8066,55.0,597.0,Cuenca
8067,54.0,2338.0,Cuenca
8068,47.0,1860.0,Loja
8069,48.0,1562.0,Cuenca
8070,27.0,1823.0,Quito
8071,32.0,2726.0,Loja
8072,59.0,1391.0,Loja
8073,61.0,1992.0,Quito
8074,35.0,1805.0,Guayaquil
8075,40.0,1687.0,Loja
8076,50.0,952.0,Cuenca
8077,33.0,596.0,Guayaquil
8078,55.0,2856.0,Quito
8079,52.0,761.0,Guayaquil
8080,51.0,2840.0,Guayaquil
8081,45.0,2293.0,Loja
8082,19.0,2796.0,Guayaquil
8083,47.0,2792.0,Cuenca
8084,30.0,2798.0,Loja
8085,58.0,2670.0,Quito
8086,33.0,824.0,Cuenca
8087,22.0,1485.0,Loja
8088,45.0,1186.0,Guayaquil
8089,56.0,2239.0,Cuenca
8090,62.0,2360.0,Loja
8091,37.0,1335.0,Loja
8092,41.0,558.0,Quito
8093,44.0,2021.0,Loja
8094,47.0,1896.0,Quito
8095,62.0,2813.0,Guayaquil
8096,44.0,2176.0,Loja
8097,43.0,735.0,Loja
8098,24.0,717.0,Guayaquil
8099,59.0,2050.0,Loja
8100,64.0,2337.0,Loja
8101,55.0,1929.0,Cuenca
8102,22.0,1088.0,Quito
8103,40.0,2171.0,Loja
8104,45.0,1416.0,Loja
8105,51.0,1992.0,Quito
8106,32.0,1417.0,Cuenca
8107,49.0,1633.0,Quito
8108,43.0,2900.0,Loja
8109,48.0,2336.0,Guayaquil
8110,36.0,2638.0,Guayaquil
8111,26.0,2405.0,Cuenca
8112,46.0,1201.0,Cuenca
8113,56.0,2620.0,Loja
8114,21.0,1821.0,Cuenca
8115,20.0,2028.0,Loja
8116,46.0,1721.0,Guayaquil
8117,28.0,1555.0,Cuenca
8118,50.0,1147.0,Loja
8119,55.0,1259.0,Quito
8120,28.0,1857.0,Cuenca
8121,44.0,2690.0,Loja
8122,50.0,2269.0,Loja
8123,38.0,1448.0,Quito
8124,56.0,2591.0,Guayaquil
8125,48.0,2579.0,Quito
8126,55.0,2266.0,Loja
8127,63.0,527.0,Quito
8128,19.0,2970.0,Quito
8129,44.0,659.0,Loja
8130,53.0,1730.0,Guayaquil
8131,28.0,517.0,Quito
8132,64.0,1626.0,Quito
8133,35.0,2779.0,Cuenca
8134,18.0,2971.0,Cuenca
8135,52.0,1403.0,Loja
8136,52.0,1254.0,Loja
8137,48.0,2070.0,Loja
8138,45.0,1336.0,Cuenca
8139,56.0,1393.0,Loja
8140,18.0,2786.0,Quito
8141,42.0,2696.0,Quito
8142,60.0,1931.0,Guayaquil
8143,55.0,516.0,Loja
8144,37.0,2773.0,Quito
8145,20.0,1151.0,Quito
8146,19.0,2179.0,Guayaquil
8147,35.0,759.0,Quito
8148,61.0,2252.0,Guayaquil
8149,27.0,2127.0,Guayaquil
8150,22.0,2547.0,Cuenca
8151,26.0,2721.0,Quito
8152,19.0,2366.0,Cuenca
8153,51.0,704.0,Quito
8154,55.0,2962.0,Cuenca
8155,48.0,1676.0,Guayaquil
8156,27.0,1291.0,Guayaquil
8157,29.0,1640.0,Guayaquil
8158,53.0,1605.0,Guayaquil
8159,38.0,2357.0,Quito
8160,64.0,1590.0,Loja
8161,23.0,2107.0,Quito
8162,20.0,2339.0,Cuenca
8163,27.0,1478.0,Quito
8164,22.0,566.0,Quito
8165,63.0,1183.0,Cuenca
8166,43.0,1778.0,Guayaquil
8167,38.0,562.0,Cuenca
8168,62.0,1313.0,Cuenca
8169,43.0,902.0,Loja
8170,55.0,2739.0,Loja
8171,61.0,2502.0,Guayaquil
8172,43.0,1852.0,Cuenca
8173,25.0,570.0,Cuenca
8174,22.0,1586.0,Cuenca
8175,32.0,744.0,Quito
8176,33.0,892.0,Loja
8177,18.0,1271.0,Loja
8178,33.0,2169.0,Guayaquil
8179,54.0,2117.0,Loja
8180,20.0,2056.0,Loja
8181,64.0,1651.0,Guayaquil
8182,48.0,1718.0,Cuenca
8183,30.0,1717.0,Quito
8184,33.0,2731.0,Guayaquil
8185,60.0,746.0,Loja
8186,38.0,2542.0,Guayaquil
8187,19.0,2871.0,Loja
8188,44.0,2707.0,Cuenca
8189,55.0,1205.0,Cuenca
8190,43.0,2613.0,Cuenca
8191,55.0,753.0,Loja
8192,63.0,782.0,Guayaquil
8193,42.0,2665.0,Loja
8194,28.0,922.0,Cuenca
8195,25.0,2521.0,Cuenca
8196,25.0,535.0,Cuenca
8197,50.0,1030.0,Loja
8198,24.0,590.0,Quito
8199,55.0,2440.0,Cuenca
8200,38.0,2442.0,Guayaquil
8201,25.0,1740.0,Cuenca
8202,38.0,2258.0,Loja
8203,37.0,597.0,Guayaquil
8204,25.0,1979.0,Loja
8205,63.0,1030.0,Quito
8206,48.0,2332.0,Quito
8207,46.0,1551.0,Loja
8208,26.0,1847.0,Cuenca
8209,32.0,579.0,Guayaquil
8210,47.0,1981.0,Cuenca
8211,43.0,1113.0,Loja
8212,27.0,2723.0,Loja
8213,46.0,2272.0,Cuenca
8214,33.0,1980.0,Guayaquil
8215,53.0,922.0,Guayaquil
8216,37.0,1623.0,Guayaquil
8217,62.0,2534.0,Guayaquil
8218,54.0,1903.0,Guayaquil
8219,39.0,831.0,Quito
8220,24.0,1152.0,Quito
8221,40.0,1239.0,Loja
8222,58.0,1612.0,Quito
8223,57.0,2127.0,Guayaquil
8224,46.0,1010.0,Guayaquil
8225,33.0,541.0,Guayaquil
8226,55.0,1384.0,Loja
8227,45.0,2449.0,Loja
8228,55.0,2628.0,Cuenca
8229,48.0,901.0,Quito
8230,31.0,2654.0,Quito
8231,50.0,1634.0,Cuenca
8232,26.0,1737.0,Cuenca
8233,44.0,2266.0,Quito
8234,41.0,2341.0,Guayaquil
8235,30.0,1005.0,Quito
8236,43.0,1644.0,Guayaquil
8237,46.0,2341.0,Loja
8238,60.0,1219.0,Quito
8239,45.0,1894.0,Quito
8240,45.0,756.0,Loja
8241,25.0,2220.0,Loja
8242,40.0,2321.0,Loja
8243,46.0,1453.0,Loja
8244,22.0,1571.0,Loja
8245,59.0,2122.0,Cuenca
8246,24.0,1396.0,Cuenca
8247,59.0,2566.0,Loja
8248,53.0,1569.0,Loja
8249,58.0,950.0,Loja
8250,44.0,1397.0,Loja
8251,63.0,1579.0,Guayaquil
8252,19.0,1240.0,Guayaquil
8253,42.0,581.0,Loja
8254,26.0,1236.0,Loja
8255,44.0,578.0,Quito
8256,18.0,2185.0,Loja
8257,40.0,2830.0,Loja
8258,27.0,1834.0,Cuenca
8259,59.0,1496.0,Guayaquil
8260,42.0,2707.0,Loja
8261,20.0,1839.0,Guayaquil
8262,23.0,2502.0,Guayaquil
8263,23.0,2191.0,Quito
8264,19.0,1679.0,Guayaquil
8265,35.0,2237.0,Guayaquil
8266,40.0,1352.0,Loja
8267,19.0,961.0,Cuenca
8268,29.0,616.0,Loja
8269,39.0,2189.0,Loja
8270,54.0,2911.0,Cuenca
8271,37.0,2154.0,Cuenca
8272,56.0,2234.0,Quito
8273,41.0,2436.0,Cuenca
8274,37.0,965.0,Loja
8275,18.0,2298.0,Cuenca
8276,18.0,2731.0,Cuenca
8277,34.0,1159.0,Cuenca
8278,18.0,2622.0,Guayaquil
8279,62.0,2214.0,Quito
8280,47.0,1294.0,Guayaquil
8281,58.0,2086.0,Guayaquil
8282,64.0,1086.0,Quito
8283,20.0,1134.0,Guayaquil
8284,63.0,1774.0,Cuenca
8285,28.0,1653.0,Quito
8286,41.0,857.0,Guayaquil
8287,39.0,1931.0,Loja
8288,61.0,2384.0,Guayaquil
8289,62.0,2018.0,Loja
8290,43.0,1121.0,Cuenca
8291,30.0,981.0,Loja
8292,18.0,1479.0,Guayaquil
8293,41.0,2373.0,Guayaquil
8294,27.0,1477.0,Guayaquil
8295,52.0,2037.0,Quito
8296,41.0,2837.0,Quito
8297,45.0,1820.0,Guayaquil
8298,53.0,2204.0,Guayaquil
8299,33.0,2494.0,Cuenca
8300,57.0,2570.0,Quito
8301,33.0,1305.0,Quito
8302,34.0,2719.0,Quito
8303,32.0,1334.0,Loja
8304,33.0,2865.0,Guayaquil
8305,32.0,1407.0,Cuenca
8306,51.0,1354.0,Cuenca
8307,28.0,1415.0,Guayaquil
8308,18.0,1342.0,Guayaquil
8309,32.0,631.0,Cuenca
8310,43.0,1616.0,Loja
8311,21.0,1360.0,Cuenca
8312,60.0,793.0,Loja
8313,22.0,1499.0,Loja
8314,52.0,2939.0,Quito
8315,30.0,2796.0,Guayaquil
8316,27.0,1760.0,Quito
8317,28.0,786.0,Loja
8318,35.0,2824.0,Cuenca
8319,51.0,2934.0,Quito
8320,56.0,949.0,Cuenca
8321,58.0,2838.0,Loja
8322,59.0,2990.0,Cuenca
8323,40.0,1707.0,Quito
8324,24.0,2278.0,Loja
8325,56.0,2469.0,Guayaquil
8326,20.0,975.0,Quito
8327,29.0,752.0,Quito
8328,24.0,1919.0,Guayaquil
8329,43.0,2836.0,Loja
8330,50.0,1735.0,Guayaquil
8331,54.0,1499.0,Quito
8332,32.0,520.0,Loja
8333,19.0,815.0,Cuenca
8334,58.0,1961.0,Quito
8335,24.0,1946.0,Cuenca
8336,49.0,1756.0,Guayaquil
8337,21.0,2670.0,Loja
8338,37.0,1459.0,Guayaquil
8339,53.0,2761.0,Cuenca
8340,49.0,2445.0,Quito
8341,45.0,1338.0,Loja
8342,30.0,1467.0,Guayaquil
8343,18.0,2353.0,Cuenca
8344,52.0,1099.0,Cuenca
8345,47.0,1291.0,Quito
8346,53.0,539.0,Cuenca
8347,42.0,1147.0,Loja
8348,33.0,681.0,Cuenca
8349,36.0,764.0,Quito
8350,18.0,1362.0,Guayaquil
8351,22.0,931.0,Loja
8352,39.0,1719.0,Guayaquil
8353,41.0,1008.0,Guayaquil
8354,60.0,946.0,Cuenca
8355,62.0,1027.0,Cuenca
8356,54.0,2253.0,Quito
8357,53.0,2128.0,Cuenca
8358,53.0,1662.0,Cuenca
8359,21.0,1168.0,Guayaquil
8360,53.0,1346.0,Loja
8361,35.0,2617.0,Cuenca
8362,33.0,2270.0,Loja
8363,58.0,2325.0,Cuenca
8364,35.0,945.0,Cuenca
8365,39.0,1525.0,Quito
8366,19.0,2271.0,Cuenca
8367,38.0,1859.0,Quito
8368,53.0,518.0,Guayaquil
8369,61.0,2517.0,Loja
8370,56.0,1060.0,Cuenca
8371,64.0,971.0,Quito
8372,56.0,527.0,Guayaquil
8373,46.0,1059.0,Cuenca
8374,43.0,957.0,Quito
8375,38.0,1444.0,Quito
8376,34.0,1699.0,Guayaquil
8377,33.0,1483.0,Cuenca
8378,48.0,1367.0,Cuenca
8379,26.0,2576.0,Loja
8380,48.0,2479.0,Cuenca
8381,31.0,1325.0,Quito
8382,54.0,1315.0,Loja
8383,19.0,2826.0,Loja
8384,63.0,2830.0,Cuenca
8385,31.0,1502.0,Loja
8386,50.0,2042.0,Quito
8387,52.0,2852.0,Quito
8388,56.0,608.0,Guayaquil
8389,64.0,2871.0,Quito
8390,37.0,1729.0,Guayaquil
8391,19.0,2461.0,Loja
8392,58.0,2463.0,Guayaquil
8393,36.0,1421.0,Cuenca
8394,54.0,1930.0,Guayaquil
8395,35.0,2032.0,Cuenca
8396,33.0,2392.0,Loja
8397,21.0,1921.0,Guayaquil
8398,29.0,1722.0,Quito
8399,46.0,890.0,Cuenca
8400,24.0,2172.0,Loja
8401,31.0,2369.0,Quito
8402,29.0,2021.0,Cuenca
8403,52.0,1695.0,Loja
8404,22.0,2633.0,Loja
8405,34.0,1357.0,Quito
8406,59.0,1709.0,Loja
8407,49.0,2016.0,Guayaquil
8408,27.0,2150.0,Loja
8409,60.0,1653.0,Cuenca
8410,34.0,1342.0,Cuenca
8411,22.0,1604.0,Cuenca
8412,62.0,2325.0,Guayaquil
8413,59.0,2182.0,Quito
8414,26.0,794.0,Guayaquil
8415,50.0,2501.0,Guayaquil
8416,53.0,2816.0,Guayaquil
8417,53.0,1144.0,Loja
8418,35.0,2635.0,Quito
8419,26.0,1424.0,Loja
8420,46.0,2147.0,Guayaquil
8421,31.0,610.0,Cuenca
8422,42.0,1083.0,Guayaquil
8423,32.0,1986.0,Quito
8424,23.0,1268.0,Cuenca
8425,59.0,1679.0,Quito
8426,46.0,2148.0,Guayaquil
8427,32.0,2785.0,Quito
8428,46.0,2881.0,Loja
8429,21.0,605.0,Cuenca
8430,35.0,2222.0,Quito
8431,61.0,2194.0,Cuenca
8432,56.0,2233.0,Cuenca
8433,33.0,881.0,Guayaquil
8434,28.0,760.0,Guayaquil
8435,31.0,2322.0,Cuenca
8436,20.0,1816.0,Quito
8437,59.0,1858.0,Cuenca
8438,55.0,1319.0,Guayaquil
8439,62.0,1208.0,Quito
8440,59.0,1406.0,Cuenca
8441,35.0,1162.0,Guayaquil
8442,37.0,1819.0,Cuenca
8443,42.0,962.0,Cuenca
8444,55.0,1084.0,Cuenca
8445,30.0,1442.0,Quito
8446,21.0,657.0,Guayaquil
8447,31.0,2819.0,Guayaquil
8448,50.0,2350.0,Loja
8449,45.0,1826.0,Cuenca
8450,54.0,2606.0,Cuenca
8451,25.0,1881.0,Loja
8452,61.0,1203.0,Cuenca
8453,51.0,1147.0,Quito
8454,61.0,2983.0,Loja
8455,22.0,645.0,Guayaquil
8456,22.0,1875.0,Cuenca
8457,48.0,2323.0,Guayaquil
8458,62.0,744.0,Cuenca
8459,26.0,2083.0,Loja
8460,59.0,2848.0,Guayaquil
8461,49.0,2985.0,Cuenca
8462,50.0,1367.0,Quito
8463,20.0,2647.0,Loja
8464,47.0,979.0,Cuenca
8465,29.0,2962.0,Cuenca
8466,46.0,2712.0,Cuenca
8467,20.0,2435.0,Loja
8468,43.0,2465.0,Cuenca
8469,47.0,2161.0,Cuenca
8470,26.0,587.0,Guayaquil
8471,43.0,1740.0,Guayaquil
8472,19.0,1072.0,Loja
8473,20.0,1313.0,Loja
8474,63.0,678.0,Quito
8475,21.0,2225.0,Cuenca
8476,42.0,662.0,Guayaquil
8477,30.0,1505.0,Guayaquil
8478,56.0,2848.0,Cuenca
8479,61.0,2921.0,Cuenca
8480,52.0,702.0,Loja
8481,40.0,546.0,Quito
8482,26.0,962.0,Quito
8483,19.0,907.0,Loja
8484,58.0,1717.0,Loja
8485,61.0,2974.0,Guayaquil
8486,48.0,1429.0,Loja
8487,61.0,816.0,Quito
8488,64.0,2002.0,Guayaquil
8489,19.0,920.0,Quito
8490,49.0,1792.0,Cuenca
8491,35.0,2234.0,Quito
8492,30.0,2259.0,Guayaquil
8493,63.0,762.0,Quito
8494,22.0,1949.0,Guayaquil
8495,59.0,2713.0,Guayaquil
8496,61.0,2215.0,Loja
8497,27.0,927.0,Quito
8498,60.0,896.0,Loja
8499,42.0,1739.0,Loja
8500,51.0,1295.0,Quito
8501,54.0,606.0,Guayaquil
8502,47.0,597.0,Cuenca
8503,24.0,2403.0,Quito
8504,23.0,1780.0,Loja
8505,20.0,542.0,Loja
8506,30.0,2789.0,Guayaquil
8507,20.0,2077.0,Loja
8508,43.0,594.0,Cuenca
8509,41.0,2469.0,Loja
8510,23.0,2289.0,Guayaquil
8511,60.0,687.0,Quito
8512,59.0,884.0,Guayaquil
8513,29.0,1318.0,Loja
8514,53.0,1648.0,Guayaquil
8515,19.0,2196.0,Loja
8516,28.0,2634.0,Guayaquil
8517,56.0,725.0,Quito
8518,51.0,2180.0,Loja
8519,43.0,2892.0,Cuenca
8520,35.0,2397.0,Cuenca
8521,38.0,1017.0,Cuenca
8522,53.0,2232.0,Cuenca
8523,57.0,795.0,Loja
8524,63.0,913.0,Loja
8525,61.0,2360.0,Quito
8526,39.0,2495.0,Guayaquil
8527,47.0,2682.0,Loja
8528,60.0,2528.0,Cuenca
8529,47.0,503.0,Loja
8530,25.0,677.0,Cuenca
8531,51.0,1245.0,Quito
8532,64.0,758.0,Guayaquil
8533,26.0,1151.0,Loja
8534,37.0,2318.0,Guayaquil
8535,57.0,1886.0,Cuenca
8536,42.0,2982.0,Cuenca
8537,36.0,1796.0,Guayaquil
8538,22.0,789.0,Quito
8539,28.0,1302.0,Guayaquil
8540,32.0,2521.0,Guayaquil
8541,25.0,733.0,Loja
8542,36.0,907.0,Loja
8543,40.0,1193.0,Cuenca
8544,44.0,1669.0,Loja
8545,57.0,1061.0,Quito
8546,49.0,2977.0,Quito
8547,43.0,931.0,Quito
8548,44.0,2068.0,Cuenca
8549,36.0,1482.0,Quito
8550,59.0,1934.0,Quito
8551,46.0,1396.0,Loja
8552,56.0,1277.0,Cuenca
8553,58.0,722.0,Guayaquil
8554,50.0,2271.0,Quito
8555,36.0,2188.0,Loja
8556,54.0,967.0,Guayaquil
8557,36.0,1845.0,Quito
8558,50.0,2922.0,Guayaquil
8559,64.0,911.0,Guayaquil
8560,33.0,2816.0,Cuenca
8561,40.0,1125.0,Cuenca
8562,24.0,1775.0,Quito
8563,43.0,1511.0,Quito
8564,49.0,2177.0,Cuenca
8565,29.0,2997.0,Quito
8566,25.0,1301.0,Quito
8567,22.0,2392.0,Cuenca
8568,59.0,2060.0,Guayaquil
8569,45.0,1891.0,Quito
8570,22.0,754.0,Loja
8571,43.0,1986.0,Cuenca
8572,22.0,2673.0,Quito
8573,39.0,1916.0,Quito
8574,32.0,1261.0,Cuenca
8575,30.0,1857.0,Loja
8576,45.0,1064.0,Loja
8577,50.0,1891.0,Cuenca
8578,60.0,2078.0,Loja
8579,40.0,1590.0,Quito
8580,50.0,2118.0,Loja
8581,60.0,899.0,Quito
8582,35.0,786.0,Guayaquil
8583,47.0,2733.0,Loja
8584,43.0,2831.0,Guayaquil
8585,33.0,2039.0,Cuenca
8586,30.0,736.0,Loja
8587,56.0,1314.0,Quito
8588,50.0,1427.0,Loja
8589,43.0,913.0,Cuenca
8590,18.0,2455.0,Cuenca
8591,55.0,2556.0,Quito
8592,19.0,919.0,Loja
8593,23.0,528.0,Guayaquil
8594,63.0,2895.0,Cuenca
8595,55.0,1160.0,Cuenca
8596,59.0,949.0,Quito
8597,41.0,879.0,Loja
8598,35.0,2913.0,Guayaquil
8599,44.0,1750.0,Loja
8600,58.0,2959.0,Loja
8601,25.0,855.0,Guayaquil
8602,45.0,2801.0,Quito
8603,27.0,2196.0,Cuenca
8604,34.0,1226.0,Quito
